VIX_log_return,Crude_Oil_log_return,PUT/CALL,IR_return,IR,CS_log_return,CPI,GDP,VIX,Liquidity
-0.8001403295317246,1.6634460772473316,-0.1115176480895865,-0.3605193657731468,1.2424319662456862,-0.6898008613895047,0.4009175186164432,0.9472746090483478,-0.9014981305211454,-0.7770288325224565
0.6980795149624155,0.527189042820403,0.3655896352337931,-0.4258260978004319,1.1910976279288183,-0.4339859067516206,0.4009175186164432,0.9472746090483478,-0.7699568120252747,-0.7855066560064323
0.6980795149624155,0.527189042820403,-0.4241051785428377,-0.0242839412798105,1.1912467517890386,-0.4339859067516206,0.4009175186164432,0.9472746090483478,-0.7672722953212775,-0.683772774198723
-1.5746600856328508,-0.882375559036651,-1.2631559181805074,-0.4004355791304136,1.1437861282137407,-1.1124479944351524,0.2342523460948988,0.9472746090483478,-1.0621217133103216,-0.6964895094246867
-1.5746600856328508,-0.882375559036651,-0.0128057963675076,-0.4652053706956314,1.0887997384701324,-1.1124479944351524,0.2342523460948988,0.9472746090483478,-1.080018491336971,-0.7897455677484203
-0.2403389105594992,0.9474537247998528,-0.5721729561259568,0.9661662302840642,1.2110388318666574,-0.7322079502669205,0.2342523460948988,0.9472746090483478,-1.1231944683262622,-0.8278957734263113
0.4841874405749737,1.6634460772473316,-0.1773255492376412,0.600250661081831,1.290634568666195,-0.0177202499203022,0.2342523460948988,0.9472746090483478,-1.0437775158330065,-1.0186468018157662
0.3489660910824674,1.177452292278179,-0.1937775245246533,0.5294196663398453,1.362642516715414,-1.1073349815858045,0.2562722093363735,0.9472746090483478,-0.9851655677957306,-1.0101689783317904
0.370387015293899,0.656580842426249,0.0200981542065177,0.8840001113625582,1.4827741906406284,-1.8560983214897424,0.2562722093363735,0.9472746090483478,-0.9207371668997936,-0.9381074787179964
0.4301828410628522,0.9610584971629474,0.7439850668350952,0.2066880929066479,1.5143373477933826,1.1739673270864297,0.2562722093363735,0.9472746090483478,-0.8426624727585365,-0.95082421394396
