DATE,VIX,CS,GDP,IR,CPI,Liquidity,PUT/CALL,Crude Oil,VIX_return,CS_return,IR_return,CPI_return,Liquidity_return,PUT/CALL_return,Crude_Oil_return,GDP_return,VIX_log_return,CS_log_return,IR_log_return,CPI_log_return,Liquidity_log_return,PUT/CALL_log_return,Crude_Oil_log_return,GDP_log_return
2005-01-02,-0.9220794252517922,-0.8874418167515296,0.9472746090483473,1.2816921258257767,0.49004997957028273,-0.7134451563926382,-1.2631559181805074,-1.4561801105104741,,,,,,,,,,,,,,,,
2005-01-09,-0.7428879352599678,-0.9563341377865738,0.9472746090483478,1.285861391653791,0.4009175186164432,-0.8830016260721538,0.7604370421221112,-1.3784385045735086,0.9201054201099758,-0.8828344181664477,0.0067369917014570005,-0.8697822085684536,-2.357691059324505,1.9318867247280433,1.0136279666937416,0.016030348794481623,,,,,,,,
2005-01-16,-0.9014981305211454,-1.0097753508643095,0.9472746090483478,1.2424319662456862,0.4009175186164432,-0.7770288325224565,-0.11151764808958656,-1.2388076313403564,-0.8015368849429353,-0.6946893387341773,-0.3605193657731468,-0.053673369734177516,-1.9656845416331656,-1.0344610007325914,1.7010184404990913,0.016030348794481165,-0.8001403295317246,-0.6898008613895047,-0.34739495278715543,-0.05883052882377633,-2.036016818392856,-1.0388519826267728,1.6634460772473316,0.0015982204301662726
2005-01-23,-0.7699568120252747,-1.0438904162113176,0.9472746090483478,1.1910976279288183,0.4009175186164432,-0.7855066560064323,0.3655896352337931,-1.193566938872384,0.6601672580100797,-0.44266305007978385,-0.4258260978004319,-0.053673369734177516,0.5005001711724031,0.5301470826477382,0.5169962686454586,0.016030348794481165,0.6980795149624155,-0.43398590675162063,-0.4136926350991678,-0.05883052882377633,0.5613199957572276,0.5683394593524973,0.527189042820403,0.0015982204301662726
2005-01-30,-0.7672722953212775,-1.0981654986073843,0.9472746090483478,1.1912467517890386,0.4009175186164432,-0.683772774198723,-0.42410517854283775,-1.1877761302364827,-0.01710118676105244,-0.726520382766284,-0.02428394127981056,-0.053673369734177516,-2.357691059324505,-0.9880090178572623,0.029142867512362575,0.016030348794481165,0.6980795149624155,-0.43398590675162063,-0.4136926350991678,-0.05883052882377633,0.5613199957572276,0.5683394593524973,0.527189042820403,0.0015982204301662726
2005-02-06,-1.0621217133103216,-1.178584836689944,0.9472746090483478,1.1437861282137407,0.2342523460948988,-0.6964895094246867,-1.2631559181805074,-1.258062070054726,-1.4804083604576526,-1.107797302557712,-0.40043557913041367,-1.6513269649445157,-0.979620662281978,-1.1578503370628985,-0.8896713391524617,0.016030348794481165,-1.5746600856328508,-1.1124479944351524,-0.3879000762082943,-1.834630221201366,-1.6023793590009332,-1.1786529958679313,-0.882375559036651,0.0015982204301662726
2005-02-13,-1.080018491336971,-1.287036899209333,0.9472746090483478,1.0887997384701324,0.2342523460948988,-0.7897455677484203,-0.01280579636750769,-1.2810805343824305,-0.1324972458643798,-1.5436769838891062,-0.4652053706956314,-0.053673369734177516,-2.357691059324505,1.7897257156977264,-0.327134266373268,0.016030348794481165,-1.5746600856328508,-1.1124479944351524,-0.3879000762082943,-1.834630221201366,-1.6023793590009332,-1.1786529958679313,-0.882375559036651,0.0015982204301662726
2005-02-20,-1.1231944683262622,-1.3377067230820279,0.9472746090483478,1.2110388318666574,0.2342523460948988,-0.8278957734263113,-0.5721729561259568,-1.2021807667182853,-0.27925259939094055,-0.736323297100917,0.9661662302840642,-0.053673369734177516,1.7420488966028875,-0.7524878168381668,0.9496075973206634,0.016030348794481165,-0.2403389105594992,-0.7322079502669205,0.9697424107865839,-0.05883052882377633,1.7571724012008676,-0.7272710082903325,0.9474537247998528,0.0015982204301662726
2005-02-27,-1.0437775158330065,-1.341189353764469,0.9472746090483478,1.290634568666195,0.2342523460948988,-1.0186468018157662,-0.17732554923764127,-1.0508235059974347,0.43871776665098317,-0.029335233747822844,0.600250661081831,-0.053673369734177516,2.3800675971902177,0.4611366721972187,1.7010184404990913,0.016030348794481165,0.48418744057497376,-0.01772024992030222,0.6119877722997169,-0.05883052882377633,2.309018842602315,0.5031654322068823,1.6634460772473316,0.0015982204301662726
2005-03-06,-0.9851655677957306,-1.3854040480905552,0.9472746090483478,1.3626425167154141,0.2562722093363735,-1.0101689783317904,-0.19377752452465333,-0.9432592355855821,0.3009924403719753,-1.102823980482348,0.5294196663398453,0.1777231019733761,-0.053710486767658945,-0.08529700456341892,1.188992778402762,0.016030348794481165,0.34896609108246746,-1.1073349815858045,0.5422592666213248,0.1853562806419411,-0.11744527702776345,-0.030200989749442943,1.177452292278179,0.0015982204301662726
